,ADDRESS,SUBURB,PRICE,BEDROOMS,BATHROOMS,GARAGE,LAND_AREA,FLOOR_AREA,BUILD_YEAR,CBD_DIST,NEAREST_STN,NEAREST_STN_DIST,DATE_SOLD,POSTCODE,LATITUDE,LONGITUDE,NEAREST_SCH,NEAREST_SCH_DIST,NEAREST_SCH_RANK,STATION_NUM,NEAREST_CEM_DIST,MEAN_PRICE,DIFFERENCE
11138,9 Violet Grove,Warnbro,325000,4,2,2.0,489,148,1995.0,45000,Warnbro Station,2400,2020-01-01,6169,-32.34813,115.76355,WARNBRO COMMUNITY HIGH SCHOOL,0.5062366719528839,133.0,13.0,8232.284648176157,654540.12,-329540.12
11139,37 Halifax Boulevard,Mindarie,850000,4,2,2.0,528,283,2002.0,33500,Clarkson Station,3200,2020-01-01,6030,-31.68046,115.70631,MINDARIE SENIOR COLLEGE,0.3879526305636724,111.0,15.0,14963.30650120059,654540.12,195459.88
11140,20 Arnisdale Road,Duncraig,650000,3,1,2.0,691,126,1975.0,14600,Warwick Station,1300,2020-01-01,6023,-31.8351,115.7888,GREENWOOD COLLEGE,1.01184302358699,86.0,11.0,3960.712814016752,654540.12,-4540.119999999995
11141,20 Troy Terrace,Daglish,1810000,3,1,3.0,617,138,1930.0,4700,Daglish Station,349,2020-01-01,6008,-31.95252256,115.8094714,SHENTON COLLEGE,1.0046900408317911,14.0,20.0,1681.2482560934325,654540.12,1155459.88
11142,125 Pavilion Circle,The Vines,510000,4,2,2.0,336,198,2007.0,25000,Midland Station,14200,2020-01-01,6069,-31.76446734,116.0035616,HOLY CROSS COLLEGE,2.97073628580607,98.0,6.0,14195.98670542197,654540.12,-144540.12
11143,13 Framton Way,Madeley,430000,4,2,,425,140,2016.0,16700,Whitfords Station,4600,2020-01-01,6065,-31.80420802,115.8322424,KINGSWAY CHRISTIAN COLLEGE,0.9529533045766816,50.0,9.0,5270.157083059641,654540.12,-224540.12
11144,9 Kenny Drive,Duncraig,683000,4,3,2.0,753,206,1974.0,16800,Greenwood Station,2000,2020-01-01,6023,-31.82498,115.76385,DUNCRAIG SENIOR HIGH SCHOOL,0.4616472161837598,32.0,15.0,2923.740757054328,654540.12,28459.880000000005
11145,4A Batavia Court,Port Kennedy,200000,3,1,1.0,1100,129,,46700,Warnbro Station,4200,2020-01-01,6172,-32.3632,115.75775,WARNBRO COMMUNITY HIGH SCHOOL,1.9651440166109864,133.0,9.0,9698.606563473208,654540.12,-454540.12
11146,59 St Johns Wood Boulevard,Mount Claremont,1610000,4,3,2.0,738,336,2001.0,7600,Claremont Station,2400,2020-01-01,6010,-31.95856,115.77909,JOHN XXIII COLLEGE,0.559542272207484,8.0,6.0,2189.205878452706,654540.12,955459.88
11147,52 Farnham Pass,Alkimos,470000,4,2,2.0,540,227,,39100,Butler Station,1200,2020-01-01,6038,-31.62613273,115.7063739,BUTLER COLLEGE,2.848338121064508,39.0,3.0,20550.1044760144,654540.12,-184540.12
11148,2 Sasse Avenue,Mount Hawthorn,765000,3,2,3.0,473,160,1948.0,4100,Glendalough Station,1300,2020-01-01,6016,-31.92478,115.82972,BOLD PARK COMMUNITY SCHOOL,0.6257546484154839,200.0,10.0,4114.349231869924,654540.12,110459.88
11149,46 Stonehaven Parade,Kinross,520000,4,2,2.0,627,179,1994.0,27800,Currambine Station,627,2020-01-01,6028,-31.72181,115.74497,LAKE JOONDALUP BAPTIST COLLEGE,2.3362652346215853,80.0,9.0,9301.808077315429,654540.12,-134540.12
11150,30 Windermere Circle,Joondalup,515000,4,2,,630,205,2000.0,27300,Currambine Station,1500,2020-01-01,6027,-31.72028,115.76584,LAKE JOONDALUP BAPTIST COLLEGE,1.9577679360269176,80.0,9.0,9035.587147388538,654540.12,-139540.12
11151,205B Walcott Street,North Perth,619000,3,2,2.0,200,164,1998.0,2800,Mount Lawley Station,1900,2020-01-01,6006,-31.92732761,115.8632936,MOUNT LAWLEY SENIOR HIGH SCHOOL,0.9124493239397028,20.0,16.0,2493.785663480557,654540.12,-35540.119999999995
11152,57 Tranquility Crescent,Aveley,430000,4,2,2.0,528,205,2013.0,23600,East Guildford Station,14400,2020-01-01,6069,-31.76739316,115.9804138,HOLY CROSS COLLEGE,0.8887590832094732,98.0,10.0,14187.762367103058,654540.12,-224540.12
11153,29 Birkett Avenue,Beeliar,420000,3,2,2.0,576,128,2002.0,20900,Cockburn Central Station,3800,2020-01-01,6164,-32.13738,115.82101,DIVINE MERCY COLLEGE,1.4652674530753569,200.0,4.0,11363.5511262551,654540.12,-234540.12
11154,59 Harcourt Street,Bassendean,735000,4,2,1.0,440,209,,9900,Bassendean Station,561,2020-01-01,6054,-31.90817604,115.9495313,CYRIL JACKSON SENIOR CAMPUS,0.8499571216453066,200.0,12.0,2313.9937009626383,654540.12,80459.88
11155,12/167 Grand Boulevard,Joondalup,290000,2,2,1.0,6258,105,2001.0,24600,Joondalup Station,319,2020-01-01,6027,-31.74399,115.77061,LAKE JOONDALUP BAPTIST COLLEGE,1.131701824195386,80.0,31.0,6366.934579984317,654540.12,-364540.12
11156,2 Rummer Way,Bateman,1055000,4,2,,828,230,1998.0,11100,Bull Creek Station,811,2020-01-01,6150,-32.0516,115.84748,CORPUS CHRISTI COLLEGE,0.7390680538345439,28.0,10.0,8706.796405162904,654540.12,400459.88
11157,65 Brushfoot Boulevard,Success,575000,4,2,2.0,600,229,2007.0,22500,Cockburn Central Station,3400,2020-01-01,6164,-32.154115,115.847765,ATWELL COLLEGE,1.912216271770618,129.0,7.0,14340.497868149849,654540.12,-79540.12
11158,145 Dalkeith Road,Nedlands,1990050,4,2,,1154,319,1939.0,6700,Karrakatta Station,2300,2020-01-01,6009,-31.9885,115.80226,CHRIST CHURCH GRAMMAR SCHOOL,2.4081545563815983,3.0,5.0,2540.138587513073,654540.12,1335509.88
11159,1 Lee Street,Forrestfield,305000,3,1,1.0,363,109,1981.0,15300,Madding,6600,2020-01-01,6058,-31.9957545,116.0121594,HERITAGE COLLEGE PERTH,1.664580731647829,92.0,9.0,11374.521227710877,654540.12,-349540.12
11160,197A Rosebery Street,Bedford,675000,2,1,2.0,382,110,1950.0,5400,Mount Lawley Station,2900,2020-01-01,6052,-31.90871,115.88298,CHISHOLM CATHOLIC COLLEGE,1.6893632688360136,29.0,17.0,4974.730023197796,654540.12,20459.880000000005
11161,13 Gladman Way,Karrinyup,835000,4,2,4.0,812,165,1964.0,11200,Stirling Station,3200,2020-01-01,6018,-31.88120093,115.7738857,ST MARY'S ANGLICAN GIRLS' SCHOOL,0.8615768319869567,7.0,10.0,8919.143765942292,654540.12,180459.88
11162,59 Bennett Drive,Canning Vale,600000,6,2,3.0,683,284,,17500,Thornlie Station,6500,2020-01-01,6155,-32.09966,115.92174,PROVIDENCE CHRISTIAN COLLEGE,1.409085896384209,38.0,0.0,16420.75963646519,654540.12,-54540.119999999995
11163,84 Solar Way,Carlisle,570000,3,2,2.0,443,152,2002.0,6500,Carlisle Station,955,2020-01-01,6101,-31.97842,115.92098,AUSTRALIAN ISLAMIC COLLEGE - KEWDALE,1.1034011074231995,102.0,12.0,4632.221231587445,654540.12,-84540.12
11164,15 Glenfin Road,Seville Grove,320000,4,2,2.0,507,506,2007.0,23100,Challis Station,2200,2020-01-01,6112,-32.12796275,115.9896756,CECIL ANDREWS COLLEGE,1.4855876333722358,139.0,7.0,21726.732143906524,654540.12,-334540.12
11165,53 Ozone Terrace,Kalamunda,750000,3,2,2.0,2191,210,1997.0,17000,Madding,8900,2020-01-01,6076,-31.98277,116.0356,HERITAGE COLLEGE PERTH,1.506633590384318,92.0,0.0,10322.458421777925,654540.12,95459.88
11166,34 Merchant Way,Alkimos,265000,3,2,2.0,300,120,2013.0,42300,Butler Station,3900,2020-01-01,6038,-31.60166464,115.6875603,BUTLER COLLEGE,5.910826673263923,39.0,4.0,23714.0753101304,654540.12,-389540.12
11167,35 Matison Street,Southern River,740000,3,1,,5791,160,1983.0,20300,Kelmscott Station,5100,2020-01-01,6110,-32.11345,115.95877,CAREY BAPTIST COLLEGE,2.198074807721232,62.0,0.0,18999.04828127861,654540.12,85459.88
11168,15 Macrae Road,Applecross,1350000,5,3,2.0,381,284,2002.0,7100,Canning Bridge Station,1500,2020-01-01,6153,-32.01463,115.84178,APPLECROSS SENIOR HIGH SCHOOL,1.7573504264720758,34.0,17.0,6678.719511450089,654540.12,695459.88
11169,11 Tuckett Street,Carlisle,585000,4,2,1.0,797,171,1999.0,6700,Oats Street Station,99,2020-01-01,6101,-31.98634797,115.9167623,AUSTRALIAN ISLAMIC COLLEGE - KEWDALE,1.6468950055728464,102.0,11.0,4854.8093172903655,654540.12,-69540.12
11170,32C Bates Road,Innaloo,420000,3,1,2.0,231,103,1999.0,8900,Stirling Station,842,2020-01-01,6018,-31.89258,115.79614,INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA,1.868799198890247,200.0,16.0,8141.317009602217,654540.12,-234540.12
11171,30 Bartlett Street,Willagee,485000,3,2,2.0,454,111,2000.0,12600,Fremantle Station,4900,2020-01-01,6156,-32.052171,115.7970029,MELVILLE SENIOR HIGH SCHOOL,1.0299136418119328,61.0,18.0,3949.749104130774,654540.12,-169540.12
11172,2 Sunbird Place,Ocean Reef,820000,4,2,2.0,767,260,1988.0,22900,Edgewater Station,3100,2020-01-01,6027,-31.77027,115.7456,OCEAN REEF SENIOR HIGH SCHOOL,1.4215140461805986,83.0,9.0,4503.161391048472,654540.12,165459.88
11173,88 Wheatstone Drive,Kiara,375000,3,1,1.0,680,130,1988.0,10300,Ashfield Station,2900,2020-01-01,6054,-31.88625,115.93526,HAMPTON SENIOR HIGH SCHOOL,0.938890069546466,117.0,10.0,3741.318330692085,654540.12,-279540.12
11174,27 Callaghan Way,Noranda,600000,4,1,,700,266,1978.0,8800,Maylands Station,5900,2020-01-01,6062,-31.87616,115.88321,MORLEY SENIOR HIGH SCHOOL,0.2751854321077741,100.0,6.0,8423.150019832965,654540.12,-54540.119999999995
11175,36 Orara Way,Merriwa,335000,4,2,2.0,533,130,2002.0,35500,Butler Station,2900,2020-01-01,6030,-31.6605,115.70697,ALKIMOS BAPTIST COLLEGE,0.3043654456387553,200.0,13.0,16956.342902473352,654540.12,-319540.12
11176,30 Barbarossa Drive,Caversham,575000,4,2,2.0,636,227,2011.0,14300,Guildford Station,3900,2020-01-01,6055,-31.86407961,115.9653514,KIARA COLLEGE,3.2213968699396283,200.0,4.0,3971.383268705351,654540.12,-79540.12
11177,16 Tarcoola Retreat,Ocean Reef,670000,5,2,2.0,720,220,1993.0,25800,Joondalup Station,2800,2020-01-01,6027,-31.74466,115.73769,PRENDIVILLE CATHOLIC COLLEGE,1.130763639048941,60.0,9.0,7266.865733904071,654540.12,15459.880000000005
11178,29 Whitfeld Terrace,Winthrop,1170000,4,4,2.0,804,278,1991.0,11200,Bull Creek Station,2000,2020-01-01,6150,-32.05087,115.83397,CORPUS CHRISTI COLLEGE,1.083479877571116,28.0,9.0,7434.248593885435,654540.12,515459.88
11179,3 Brock Lane,Success,415000,4,2,,524,190,2006.0,22100,Cockburn Central Station,2900,2020-01-01,6164,-32.15065,115.85519,ATWELL COLLEGE,1.1250280068743443,129.0,12.0,14482.146242697792,654540.12,-239540.12
11180,141 Shakespeare Street,Mount Hawthorn,1180000,3,2,1.0,535,187,1938.0,4400,Glendalough Station,1800,2020-01-01,6016,-31.9153,115.84186,ARANMORE CATHOLIC COLLEGE,1.3148378084172514,106.0,28.0,4270.493169938299,654540.12,525459.88
11181,12 Sorrento Turn,Secret Harbour,362000,4,2,4.0,630,181,2006.0,51300,Warnbro Station,8800,2020-01-01,6173,-32.405097,115.760673,COMET BAY COLLEGE,1.2109435483698163,35.0,6.0,14324.041664911503,654540.12,-292540.12
11182,15 Direction Place,Morley,470000,3,2,2.0,557,184,1989.0,10200,Ashfield Station,3400,2020-01-01,6062,-31.88301,115.92977,KIARA COLLEGE,0.797466111155906,200.0,14.0,4361.103254532409,654540.12,-184540.12
11183,34 Kilborne Avenue,Quinns Rocks,408000,4,2,,509,171,2004.0,36400,Butler Station,2300,2020-01-01,6030,-31.65572449,115.696491,IRENE MCCORMACK CATHOLIC COLLEGE,1.2407295791587445,120.0,8.0,17844.656145133664,654540.12,-246540.12
11184,2/53 Comer Street,Como,940000,4,3,3.0,1010,176,1988.0,4500,Canning Bridge Station,2100,2020-01-01,6152,-31.99155683,115.8630004,PENRHOS COLLEGE,1.112025513945558,4.0,21.0,4033.683655439736,654540.12,285459.88
11185,111 East Road,Hocking,489000,3,2,2.0,562,166,2003.0,19900,Edgewater Station,4000,2020-01-01,6065,-31.77682995,115.8203612,ALTA-1,1.160537546913415,200.0,8.0,4933.912282722829,654540.12,-165540.12
11186,38A Challenger Place,Melville,1150000,4,2,2.0,730,325,1991.0,11700,Bull Creek Station,5000,2020-01-01,6156,-32.04474,115.80103,MELVILLE SENIOR HIGH SCHOOL,0.4528711070445902,61.0,18.0,4399.637236956636,654540.12,495459.88
11187,44 Korella Street,Mullaloo,770000,4,2,2.0,896,177,1975.0,22300,Edgewater Station,3700,2020-01-01,6027,-31.77871,115.74019,ST MARK'S ANGLICAN COMMUNITY SCHOOL,2.214414854685169,58.0,7.0,4242.392211164953,654540.12,115459.88
11188,30 Melbourne Loop,Clarkson,385000,3,2,2.0,338,167,2010.0,32100,Clarkson Station,1700,2020-01-01,6030,-31.68924848,115.7206525,YOUTH FUTURES COMMUNITY SCHOOL,0.2195048058587585,200.0,12.0,13507.797348431108,654540.12,-269540.12
11189,32 Kinninmont Avenue,Nedlands,2350000,3,1,2.0,1012,315,1952.0,5800,Karrakatta Station,1200,2020-01-01,6009,-31.9765,115.80503,SHENTON COLLEGE,1.8783924525944609,14.0,16.0,1268.5729610275646,654540.12,1695459.88
11190,27 Corsican Way,Canning Vale,432000,3,2,2.0,279,122,2007.0,15500,Thornlie Station,4800,2020-01-01,6155,-32.08125569,115.920732,CANNING VALE COLLEGE,0.2675739673741329,68.0,16.0,14418.746834322626,654540.12,-222540.12
11191,3 Chellaston Crescent,Carine,980000,4,2,,710,255,1989.0,14200,Warwick Station,2300,2020-01-01,6020,-31.84759,115.77251,CARINE SENIOR HIGH SCHOOL,0.6791286280730652,47.0,13.0,5192.492453446202,654540.12,325459.88
11192,10 Auborough Street,Doubleview,648500,2,1,2.0,645,113,,9400,Stirling Station,2100,2020-01-01,6018,-31.89781513,115.7825859,INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA,0.4750912892843387,200.0,15.0,7739.273964473055,654540.12,-6040.119999999995
11193,48 Lilburne Road,Duncraig,650000,4,2,2.0,735,189,1987.0,15200,Greenwood Station,2000,2020-01-01,6023,-31.83457,115.77646,DUNCRAIG SENIOR HIGH SCHOOL,1.6618363617514875,32.0,15.0,3730.357594721684,654540.12,-4540.119999999995
11194,27 Bramshott Approach,Butler,325000,4,2,2.0,360,141,2004.0,36700,Butler Station,1700,2020-01-01,6036,-31.64754163,115.7115127,BUTLER COLLEGE,0.5301959940174883,39.0,6.0,18142.61906354889,654540.12,-329540.12
11195,48 Glen Iris Drive,Jandakot,720000,5,3,2.0,700,341,1996.0,16000,Cockburn Central Station,3300,2020-01-01,6164,-32.09601,115.85481,LAKELAND SENIOR HIGH SCHOOL,1.675726823034199,141.0,0.0,10604.196604533065,654540.12,65459.880000000005
11196,54 Unnaro Street,Hillman,259000,3,1,1.0,702,100,1988.0,37800,Rockingham Station,925,2020-01-01,6168,-32.28247,115.76502,KOLBE CATHOLIC COLLEGE,1.0753261113667427,97.0,15.0,2850.784406632362,654540.12,-395540.12
11197,36 Glebe Road,Darlington,560000,3,2,2.0,4046,216,1989.0,21400,Midland Station,8300,2020-01-01,6070,-31.92078279,116.0821347,TREETOPS MONTESSORI SCHOOL,0.7511560542016718,200.0,8.0,7235.542354868566,654540.12,-94540.12
11198,30 Durance Drive,Port Kennedy,462500,4,2,2.0,684,208,,45300,Warnbro Station,3000,2020-01-01,6172,-32.34907214,115.7509624,LIVING WATERS LUTHERAN COLLEGE,0.7416389632775152,51.0,10.0,8030.936895369836,654540.12,-192040.12
11199,26C Greville Way,Girrawheen,232000,3,1,1.0,277,85,1972.0,13300,Warwick Station,2900,2020-01-01,6064,-31.83642222,115.8250653,WARWICK SENIOR HIGH SCHOOL,0.9444276749578268,138.0,9.0,6038.495511700871,654540.12,-422540.12
11200,2 Masthead Street,Waikiki,429000,4,2,,664,198,1997.0,42200,Warnbro Station,1400,2020-01-01,6169,-32.32106,115.75491,SOUTH COAST BAPTIST COLLEGE,0.6793382123455003,54.0,9.0,5125.9354544233065,654540.12,-225540.12
11201,15 Tissington Drive,Darch,500000,4,2,2.0,623,182,2006.0,15500,Greenwood Station,5700,2020-01-01,6065,-31.81431685,115.8434015,ASHDALE SECONDARY COLLEGE,0.3496644377296718,75.0,17.0,6483.226941159226,654540.12,-154540.12
11202,62 Honeywood Avenue,Wandi,500000,4,2,2.0,405,200,2013.0,26900,Kwinana Station,4900,2020-01-01,6167,-32.19384543,115.8618088,ATWELL COLLEGE,5.553464274247573,129.0,7.0,15156.04896246401,654540.12,-154540.12
11203,16/41 Burgundy Lane,The Vines,329000,3,2,1.0,218,112,2001.0,25200,Midland Station,14300,2020-01-01,6069,-31.7634983,116.006047,HOLY CROSS COLLEGE,3.228109233633165,98.0,5.0,14290.056101411985,654540.12,-325540.12
11204,5 Eadie Court,Jandakot,485000,4,2,2.0,639,180,2001.0,16700,Cockburn Central Station,2600,2020-01-01,6164,-32.10235,115.85147,LAKELAND SENIOR HIGH SCHOOL,0.9112072590828196,141.0,3.0,10679.82196378253,654540.12,-169540.12
11205,6 Megiddo Way,Duncraig,609000,3,1,1.0,781,162,1978.0,14200,Warwick Station,1700,2020-01-01,6023,-31.84409,115.77873,CARINE SENIOR HIGH SCHOOL,1.0275025117157182,47.0,11.0,4793.135111291813,654540.12,-45540.119999999995
11206,20 Carrabelle Street,Butler,310000,3,2,2.0,320,142,2012.0,36200,Butler Station,2300,2020-01-01,6036,-31.65002647,115.7178386,BUTLER COLLEGE,0.8841790807899955,39.0,6.0,17685.892163692326,654540.12,-344540.12
11207,6 Lurnea Place,Karawara,528000,3,1,2.0,764,98,1980.0,6400,Canning Bridge Station,2300,2020-01-01,6152,-32.00641849,115.8800935,COMO SECONDARY COLLEGE,0.897030630595522,87.0,6.0,5557.638103165305,654540.12,-126540.12
11208,3 Ambergate Close,Canning Vale,582500,4,2,2.0,775,167,1993.0,14600,Murdoch Station,5500,2020-01-01,6155,-32.07642767,115.9084715,CANNING VALE COLLEGE,1.5299383741197496,68.0,3.0,13622.970365116224,654540.12,-72040.12
11209,6 Pandanus Mews,Canning Vale,830000,4,2,2.0,901,190,1991.0,15400,Thornlie Station,5200,2020-01-01,6155,-32.0816,115.91543,CANNING VALE COLLEGE,0.7083951890638555,68.0,15.0,14328.493552499398,654540.12,175459.88
11210,450B Crawford Road,Dianella,650000,4,2,2.0,486,175,2005.0,5500,Mount Lawley Station,3500,2020-01-01,6059,-31.90453075,115.8730866,CARMEL SCHOOL,1.2021350178121335,13.0,4.0,5134.56851605536,654540.12,-4540.119999999995
11211,5 Vilamour Close,Currambine,665000,4,2,2.0,764,210,1991.0,25800,Currambine Station,1900,2020-01-01,6028,-31.74123,115.74545,LAKE JOONDALUP BAPTIST COLLEGE,1.5674147637623808,80.0,4.0,7271.545785189784,654540.12,10459.880000000005
11212,32 Rise Court,Mount Richon,540000,4,1,,3017,167,2003.0,28200,Armadale Station,1500,2020-01-01,6112,-32.1653188,116.0208187,ARMADALE SENIOR HIGH SCHOOL,0.7407425678527688,166.0,4.0,26784.126304439644,654540.12,-114540.12
11213,27 Bay Meadow Heights,Connolly,610000,4,2,,745,192,,25800,Currambine Station,2200,2020-01-01,6027,-31.74312,115.74127,PRENDIVILLE CATHOLIC COLLEGE,1.294926030732532,60.0,6.0,7253.148488627279,654540.12,-44540.119999999995
11214,62 Riseley Street,Ardross,1015000,3,3,1.0,801,230,1965.0,8400,Canning Bridge Station,2500,2020-01-01,6153,-32.02557,115.83808,APPLECROSS SENIOR HIGH SCHOOL,0.5086424026262998,34.0,10.0,7532.713692302853,654540.12,360459.88
11215,27 Birkett Avenue,Beeliar,340000,4,2,2.0,478,125,2000.0,20900,Cockburn Central Station,3800,2020-01-01,6164,-32.13724,115.82113,DIVINE MERCY COLLEGE,1.4472555645763563,200.0,4.0,11356.706818553585,654540.12,-314540.12
11216,55 Paramatta Road,Doubleview,1350000,4,3,6.0,849,335,,9200,Stirling Station,2300,2020-01-01,6018,-31.90147,115.78245,INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA,0.5631710288131498,200.0,16.0,7346.470699489518,654540.12,695459.88
11217,62 Tissington Drive,Darch,650000,5,2,,506,227,2010.0,15500,Greenwood Station,5200,2020-01-01,6065,-31.81378778,115.838417,KINGSWAY CHRISTIAN COLLEGE,0.2648941415626174,50.0,12.0,6011.430944888851,654540.12,-4540.119999999995
11218,12 Prospect Grove,Heathridge,420000,3,1,1.0,699,93,1988.0,21400,Edgewater Station,223,2020-01-01,6027,-31.77315,115.77664,MATER DEI COLLEGE,0.944372434033923,104.0,5.0,3099.260625414088,654540.12,-234540.12
11219,5 Waterston Gardens,Hillarys,1050000,4,2,4.0,932,316,1994.0,20500,Whitfords Station,4300,2020-01-01,6025,-31.80051,115.73645,ST MARK'S ANGLICAN COMMUNITY SCHOOL,0.647510674572085,58.0,10.0,3794.750252420333,654540.12,395459.88
11220,16 Danja Rise,Hocking,605000,4,2,,935,214,1997.0,21100,Edgewater Station,3400,2020-01-01,6065,-31.76682,115.81452,WANNEROO SECONDARY COLLEGE,0.9964624049773686,131.0,6.0,5225.903349328809,654540.12,-49540.119999999995
11221,36 Binnacle Road,Ocean Reef,515000,3,2,1.0,700,153,1984.0,23400,Joondalup Station,2800,2020-01-01,6027,-31.76405,115.74832,OCEAN REEF SENIOR HIGH SCHOOL,1.059393929371262,83.0,11.0,4903.760629273083,654540.12,-139540.12
11222,12 Paulett Way,Belmont,378500,3,1,,695,100,1970.0,7100,Ashfield Station,3600,2020-01-01,6104,-31.9449695,115.9336237,BELMONT CITY COLLEGE,1.5504152713030517,57.0,8.0,5285.061731913225,654540.12,-276040.12
11223,192A Hancock Street,Doubleview,625000,3,2,2.0,333,129,2002.0,10100,Stirling Station,2300,2020-01-01,6018,-31.8910991,115.7805132,INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA,0.8673583818935702,200.0,13.0,8510.881455396593,654540.12,-29540.119999999995
11224,60 Roberts Street,Bayswater,520000,2,2,,601,137,1939.0,6000,Bayswater Station,711,2020-01-01,6053,-31.92444,115.91283,CHISHOLM CATHOLIC COLLEGE,1.84623196677916,29.0,21.0,4763.8758759305,654540.12,-134540.12
11225,16 Robinson Avenue,Quinns Rocks,560000,3,2,,901,167,1980.0,35600,Butler Station,3400,2020-01-01,6030,-31.66491,115.69291,ALKIMOS BAPTIST COLLEGE,1.712461962074334,200.0,8.0,17079.57286473697,654540.12,-94540.12
11226,6 Delbi Way,Helena Valley,540000,4,2,6.0,512,201,2014.0,16300,Midland Station,3200,2020-01-01,6056,-31.91218205,116.0251423,YOUTH FUTURES COMMUNITY SCHOOL,2.8182705952253464,200.0,5.0,2514.2331872296654,654540.12,-114540.12
11227,32 Buttercup Crescent,High Wycombe,420000,4,2,2.0,618,168,2004.0,15100,Midland Station,5200,2020-01-01,6057,-31.9363532,116.0173354,DARLING RANGE SPORTS COLLEGE,4.4146641545939405,137.0,1.0,4961.177420695997,654540.12,-234540.12
11228,16 Salter Place,Parmelia,207500,4,2,1.0,660,116,1996.0,33000,Kwinana Station,1800,2020-01-01,6167,-32.24788,115.83092,THE KING'S COLLEGE,1.0554681516030946,200.0,11.0,9612.294357255016,654540.12,-447040.12
11229,67 Delton Way,Atwell,545000,4,2,2.0,627,206,,20200,Cockburn Central Station,978,2020-01-01,6164,-32.1336,115.8612,ATWELL COLLEGE,1.184937470870077,129.0,13.0,13515.15045781446,654540.12,-109540.12
11230,207 Elderberry Drive,South Lake,345000,3,2,2.0,721,118,1989.0,17500,Cockburn Central Station,2100,2020-01-01,6164,-32.10875,115.84848,LAKELAND SENIOR HIGH SCHOOL,0.2441572166928315,141.0,13.0,10840.877811575714,654540.12,-309540.12
11231,12 Montoro Drive,Port Kennedy,292500,4,2,2.0,553,146,2003.0,46000,Warnbro Station,3500,2020-01-01,6172,-32.35835681,115.7660936,WARNBRO COMMUNITY HIGH SCHOOL,1.5669713020712577,133.0,14.0,9386.545558565997,654540.12,-362040.12
11232,9 Meneguz Drive,Tapping,620000,4,2,2.0,701,255,2010.0,26700,Currambine Station,3900,2020-01-01,6065,-31.718911,115.791278,JOSEPH BANKS SECONDARY COLLEGE,2.3064077854932528,92.0,9.0,9235.21409508676,654540.12,-34540.119999999995
11233,3/53 Chelmsford Avenue,Port Kennedy,210000,2,1,1.0,155,75,2001.0,45800,Warnbro Station,3400,2020-01-01,6172,-32.35375,115.75247,WARNBRO COMMUNITY HIGH SCHOOL,1.10259170843884,133.0,8.0,8568.428666205587,654540.12,-444540.12
11234,29 Swan Street,Mosman Park,1400000,3,1,2.0,516,113,1950.0,10600,Mosman Park Station,759,2020-01-01,6012,-32.00488,115.76496,ST HILDA'S ANGLICAN SCHOOL FOR GIRLS,0.2696501620343083,2.0,12.0,5298.4002049462,654540.12,745459.88
11235,47 Davallia Road,Duncraig,640000,5,3,2.0,728,230,1973.0,14200,Warwick Station,1100,2020-01-01,6023,-31.84073,115.78548,CARINE SENIOR HIGH SCHOOL,1.640154010212624,47.0,15.0,4494.297239381093,654540.12,-14540.119999999995
11236,47 Goddard Street,Lathlain,535000,3,1,4.0,543,161,1950.0,4900,Vic,495,2020-01-01,6100,-31.96965,115.90692,ST CLARE'S SCHOOL,0.2300068009485558,200.0,10.0,2993.9080082141813,654540.12,-119540.12
11237,15 Darwinia Crescent,Helena Valley,665000,4,2,2.0,1264,284,1990.0,17700,Midland Station,4700,2020-01-01,6056,-31.91644183,116.0345569,SWAN VIEW SENIOR HIGH SCHOOL,3.3511365294695823,149.0,3.0,3381.4885542276343,654540.12,10459.880000000005
11238,56 Hermitage Drive,The Vines,825000,5,3,3.0,4233,294,1996.0,25300,Midland Station,13900,2020-01-01,6069,-31.76713,116.01451,HOLY CROSS COLLEGE,3.903512177720944,98.0,5.0,13869.344713289924,654540.12,170459.88
11239,36 Treetop Avenue,Edgewater,411500,3,1,1.0,720,120,1987.0,21800,Edgewater Station,798,2020-01-01,6027,-31.76661,115.78409,MATER DEI COLLEGE,0.7480720219725769,104.0,9.0,3891.408482752487,654540.12,-243040.12
11240,11 Meharry Road,Leeming,638000,4,2,1.0,774,185,1982.0,13900,Murdoch Station,1600,2020-01-01,6149,-32.07683892,115.8623487,LEEMING SENIOR HIGH SCHOOL,0.6024317603545141,89.0,20.0,10483.461060041882,654540.12,-16540.119999999995
11241,1 Penn Lane,Hammond Park,515000,4,2,2.0,604,215,2003.0,23100,Cockburn Central Station,4000,2020-01-01,6164,-32.15997,115.8498,ATWELL COLLEGE,2.235552418338986,129.0,10.0,14975.542645471634,654540.12,-139540.12
11242,12 Parkway Road,Bibra Lake,679000,5,2,2.0,712,217,1985.0,15200,Murdoch Station,2700,2020-01-01,6163,-32.08797,115.83724,KENNEDY BAPTIST COLLEGE,1.7760575193371868,12.0,6.0,8723.230589419118,654540.12,24459.880000000005
11243,16 Drummore Way,Bertram,406500,4,2,2.0,611,207,,33300,Kwinana Station,1800,2020-01-01,6167,-32.25128039,115.8465708,THE KING'S COLLEGE,0.7859906567514211,200.0,11.0,10893.396536998378,654540.12,-248040.12
